mpnet_id,id,name_zh,cluster,degree,betweenness,clustering,eigenvector,cluster1_song_and_before,cluster2_yuan_ming,cluster3_qing_after
424,3299,方慎從,cluster1_song_and_before,1,0.0,0.0,7.50330558788574e-25,1,0,0
425,3303,方鼎,cluster1_song_and_before,1,0.0,0.0,5.023300977416857e-05,1,0,0
426,3307,傅立,cluster1_song_and_before,1,0.0,0.0,0.04305271222744958,1,0,0
427,3313,富言,cluster1_song_and_before,2,2.1434652682610865e-07,0.0,0.019598961892815618,1,0,0
428,3321,韓直彥,cluster1_song_and_before,3,5.232154524665142e-05,0.3333333333333333,0.014551591239866926,1,0,0
429,3325,韓公彥,cluster1_song_and_before,2,2.188465098011006e-06,0.0,0.01583014102027113,1,0,0
430,3331,韓彥古,cluster1_song_and_before,1,0.0,0.0,7.50330558788574e-25,1,0,0
431,3343,侯正臣,cluster1_song_and_before,1,0.0,0.0,7.50330558788574e-25,1,0,0
432,3351,向經,cluster1_song_and_before,2,1.8113961538305807e-06,0.0,0.003915028797385508,1,0,0
433,3356,向紘,cluster1_song_and_before,2,9.571014374387454e-07,0.0,0.00748102317091477,1,0,0
434,3364,蕭服,cluster1_song_and_before,1,0.0,0.0,0.005578674985962493,1,0,0
435,3374,胥元衡,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
436,3381,徐師閔,cluster1_song_and_before,1,0.0,0.0,0.005364898082962363,1,0,0
437,3388,薛季卿,cluster1_song_and_before,1,0.0,0.0,7.50330558788574e-25,1,0,0
438,3395,胡交脩,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
439,3450,高遵甫,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
440,3451,高子溶,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
441,3461,葛宮,cluster1_song_and_before,1,0.0,0.0,0.0001414367939382011,1,0,0
442,3468,雷孝先,cluster1_song_and_before,1,0.0,0.0,7.50330558788574e-25,1,0,0
443,3484,李之儀,cluster1_song_and_before,8,0.0007087950777260873,0.07142857142857142,0.07611718591935432,1,0,0
444,3501,李孝稱,cluster1_song_and_before,2,0.0,1.0,0.005451061325281737,1,0,0
445,3502,李孝先,cluster1_song_and_before,2,6.393162895872638e-07,0.0,2.1262940533200443e-22,1,0,0
446,3504,李虛己,cluster1_song_and_before,4,6.82576690294412e-05,0.16666666666666666,0.010043860102933518,1,0,0
447,3505,李虛舟,cluster1_song_and_before,4,6.0168051413397185e-05,0.5,0.05551952239067929,1,0,0
448,3518,李茂先,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
449,3522,李孟傳,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
450,3525,李韶,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
451,3528,李淑,cluster1_song_and_before,3,6.761258634362447e-06,0.0,0.01504982687001444,1,0,0
452,3533,李大性,cluster1_song_and_before,1,0.0,0.0,0.006229044638128083,1,0,0
453,3590,劉震,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
454,3591,劉震孫,cluster1_song_and_before,2,9.662610322344652e-05,0.0,0.021160028311951837,1,0,0
455,3596,劉克遜,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
456,3599,劉詵,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
457,3604,柳灝,cluster1_song_and_before,1,0.0,0.0,1.7500105718422635e-05,1,0,0
458,3608,羅弘信,cluster1_song_and_before,1,0.0,0.0,7.50330558788574e-25,1,0,0
459,3615,樓璩,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
460,3634,陸軫,cluster1_song_and_before,3,0.0,0.0,8.689922682926126e-21,1,0,0
461,3638,陸詵,cluster1_song_and_before,3,6.631345673682738e-06,0.0,0.003492223455799036,1,0,0
462,3675,梅正臣,cluster1_song_and_before,1,0.0,0.0,1.503516943899234e-22,1,0,0
463,3700,龐元魯,cluster1_song_and_before,3,3.3602593083257083e-06,0.6666666666666666,0.03283126734459472,1,0,0
464,3709,畢從古,cluster1_song_and_before,4,0.0004944074588039234,0.0,0.015640037384912632,1,0,0
465,3713,上官合,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
466,3716,上官凝,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
467,3718,邵雍,cluster1_song_and_before,6,1.4119695847154342e-05,0.5333333333333333,0.08770499059951324,1,0,0
468,3725,史彌堅,cluster1_song_and_before,1,0.0,0.0,0.002057359994309527,1,0,0
469,3735,沈立基,cluster1_song_and_before,1,0.0,0.0,1.221468332229389e-20,1,0,0
470,3736,沈同,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
471,3739,盛京,cluster1_song_and_before,3,5.232154524665142e-05,0.3333333333333333,0.04796305302485747,1,0,0
472,3759,蘇峴,cluster1_song_and_before,1,0.0,0.0,0.000493177287764812,1,0,0
473,3802,宋松年,cluster1_song_and_before,1,0.0,0.0,0.008186247951739202,1,0,0
474,3810,宋延年,cluster1_song_and_before,1,0.0,0.0,0.008186247951739202,1,0,0
475,3829,唐拱,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
476,3830,唐淑問,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
477,3838,田京,cluster1_song_and_before,1,0.0,0.0,0.005847870761799363,1,0,0
478,3842,刁衎,cluster1_song_and_before,2,1.974971220111697e-07,0.0,0.006939423472093334,1,0,0
479,3856,蔡拯,cluster1_song_and_before,1,0.0,0.0,7.080669916561071e-05,1,0,0
480,3857,蔡蕃,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
481,3869,曹玘,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
482,3874,曹修古,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
483,3908,曾公望,cluster1_song_and_before,1,0.0,0.0,0.00041925410276046873,1,0,0
484,3915,杜甫,cluster1_song_and_before,9,2.669249564412501e-05,0.027777777777777776,3.705341629709421e-13,1,0,0
485,3927,杜佑,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
486,3933,汪逵,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
487,3941,王洙,cluster1_song_and_before,6,0.0004456298924752863,0.0,0.04809679479659982,1,0,0
488,3944,王仲端,cluster1_song_and_before,0,0.0,0.0,1.3975995756472907e-33,1,0,0
